nombre_abreviado,tipo1,tipo2,sector,RFOSC,Tipo de organización,forma_org,alcance,alcance_estatal,figura_juridica,centralidad_grado_simple,fortaleza,centralidad_grado_ajustado,centralidad_eigenvalor,centralidad_cercania,centralidad_intermediacion,centralidad_Katz,componente,clustering_local_ponderado,clustering_local,bloque_similaridad_estructural,bloque_similaridad_regular,comunidad_infomap,flujo_en_modulo_infomap,knnw_conectividadProm_colaboradores_(ponderado),knn_conectividadProm_colaboradores
¡HastaEncontrarlos!,AV,NA,AV,No,Discreta,Civil,local,CDMX,Desconocida,16,6,9.7979589711,4.97761557878642E-07,78.0367543285,1569.75,80.137403091,2,0.3277777778,0.3666666667,4,22,8,0.0036036,12.25,14.8333333333
HelechoVerde,MU,NA,MU,No,Discreta,Civil,local,CDMX,Desconocida,9,1,3,3.29170438837263E-11,43.2143466269,0,2.9244456632,2,1,1,3,22,21,0.000600601,9.8888888889,12
HIJOS-Mex,AV,NA,AV,No,Discreta,Civil,internacional,Internacional,Desconocida,3,1,1.7320508076,2.43178395772214E-07,60.7187652011,0,7.6939372863,2,1,1,5,4,14,0.000600601,6,7
IPLP,RL,NA,RL,No,Discreta,Matriz religiosa,local,CDMX,Desconocida,4,1,2,4.168669696098E-08,62.6212291132,0,19.4791698311,2,1,1,25,25,36,0.000600601,9.5,13
IVC,CA,NA,CA,No,Paraguas,Económico-gremial,nacional,Nacional,Desconocida,6,1,2.4494897428,1.66516423140854E-07,63.5678530442,0,107.7308567584,2,1,1,4,10,7,0.000600601,25.1666666667,123
JudíosPalestina,SI,NA,SI,No,Discreta,Civil,internacional,Internacional,Desconocida,5,1,2.2360679775,8.55450837560587E-07,69.8036022999,0,99.5358416405,2,1,1,2,22,32,0.000600601,22,39
LasAbejas,IN,NA,IN,No,Discreta,Indígena,local,Chiapas,Sociedad Civil,1,1,1,3.68051497142458E-18,1,0,1.0449320794,20,0,0,,29,,,1,1
LIMEDDH,DD,NA,DD,No,Discreta,Civil,nacional,Nacional,Asociación Civil,4,1,2,4.89516957418962E-05,74.9040676617,0,112.3245686127,2,1,1,4,5,13,0.000600601,26.5,65
LunasLesbianas,LG,MU,LG / MU,No,Discreta,Civil,local,Estado de México,Informal,9,1,3,3.29170438837263E-11,43.2143466269,0,2.9244456632,2,1,1,3,4,21,0.000600601,9.8888888889,12
LUS,AP,NA,AP,No,Matriz,Urbano-gremial,nacional,Nacional,Desconocida,3,1,1.7320508076,1.70107658111145E-07,70.4536326573,0,50.7283623276,2,1,1,7,15,17,0.000600601,19.6666666667,23
MAES,ES,NA,ES,No,Discreta,Urbano-gremial,local,CDMX,Informal,2,2,2,9.84750853418928E-05,81.0785147194,0,69.1772481584,2,1,1,35,7,24,0.0012012,35.5,26.5
MAIZ,CA,IN,CA / IN,Sí,Paraguas,Económico-gremial,nacional,Nacional,Asociación Civil,10,17,13.0384048104,9.22787306187416E-06,112.1357322707,1877,74.9341816397,2,0.4357298475,0.4222222222,36,10,5,0.0102102,15,6.1764705882
MAO-LN,VE,NA,VE,No,Discreta,Urbano-gremial,local,Chiapas,Desconocida,1,1,1,1.22683832380819E-18,1,0,1.0449320794,21,0,0,,7,,,1,1
MAR,ES,NA,ES,No,Discreta,Urbano-gremial,nacional,Nacional,Informal,1,3,1.7320508076,1.87630446482267E-06,70.3043557037,0,7.7559580571,2,0,0,37,7,30,0.0018018,4,1.3333333333
MAS,VE,NA,VE,No,Discreta,Urbano-gremial,local,Puebla,Desconocida,6,1,2.4494897428,1.10202663319253E-05,63.307997273,0,124.444525765,2,1,1,2,7,11,0.000600601,20.3333333333,28
MBMH,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Hidalgo,Desconocida,3,2,2.4494897428,4.77339080939759E-07,71.802205257,351,29.3530497362,2,0.25,0.3333333333,1,11,34,0.0012012,12.3333333333,6.5
MBMT,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Tlaxcala,Desconocida,3,2,2.4494897428,1.95364580850717E-05,78.1096921208,304,62.2903590086,2,0.25,0.3333333333,29,11,20,0.0012012,20.6666666667,12.5
MC_Justicia5Jun,AV,NA,AV,No,Discreta,Civil,local,Sonora,Desconocida,3,1,1.7320508076,2.48521281511049E-07,63.7350390211,0,33.6605978585,2,1,1,8,4,13,0.000600601,9.3333333333,9
MDM-Edomex,ED,SPB,ED / SPB,No,Matriz,Económico-gremial,local,Estado de México,Informal,3,1,1.7320508076,9.3054392025995E-06,67.0748487942,0,62.1895506789,2,1,1,4,28,9,0.000600601,14,16
MDM-Zac,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Zacatecas,Informal,2,1,1.4142135624,3.66196280812156E-07,69.7882429352,0,21.7763926821,2,1,1,22,11,15,0.000600601,13,11
MENA,ES,NA,ES,No,Discreta,Urbano-gremial,local,CDMX,Informal,6,3,4.2426406871,0.0001103971,83.6334710817,159,139.409602208,2,0.3333333333,0.4666666667,21,7,24,0.0018018,22.8333333333,25.6666666667
METAB,EC,NA,EC,Sí,Discreta,Civil,local,Tabasco,Asociación Civil,2,1,1.4142135624,7.36102994284916E-18,1.4142135624,0,1.0940919037,12,1,1,,3,,,2,2
MIOCUP-CNPA-MN,IN,NA,IN,No,Discreta,Indígena,local,Puebla,Desconocida,14,3,6.4807406984,1.04902136994638E-05,71.1937200357,472,115.5625583004,2,0.3226495726,0.4065934066,2,29,11,0.0018018,13.5714285714,26.3333333333
M_LosSinTecho,VE,NA,VE,No,Discreta,Urbano-gremial,local,Hidalgo,Desconocida,1,1,1,2.45367664761639E-18,1,0,1.0449320794,22,0,0,,7,,,1,1
MMB,ED,SPB,ED / SPB,No,Paraguas,Económico-gremial,local,Morelos,Informal,6,3,4.2426406871,0.0001730225,90.1947363624,201,179.1145649047,2,0.4166666667,0.5333333333,30,11,28,0.0018018,28.6666666667,29.3333333333
MMCRE,ED,SPB,ED / SPB,No,Paraguas,Económico-gremial,local,Estado de México,Informal,6,2,3.4641016151,1.56415801237388E-05,79.8338506643,26.1666666667,56.2451202464,2,0.4,0.4,4,11,9,0.0012012,12.5,22
MMM,MIG,NA,MIG,Sí,Discreta,Civil,nacional,Nacional,Asociación Civil,1,8,2.8284271247,1.22683832380819E-18,2.8284271247,0,1.0449320794,9,0,0,,3,,,1,1
MMPV,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Veracruz,Informal,2,2,2,0.0001932066,81.9097284981,0,81.3279426041,2,1,1,30,11,3,0.0012012,40,26
MMSC,SI,NA,SI,No,Discreta,Civil,local,CDMX,Desconocida,4,1,2,4.16866969560726E-08,62.6212291132,0,19.4791698311,2,1,1,25,22,36,0.000600601,9.5,13
MMSP,SI,NA,SI,No,Paraguas,Civil,local,CDMX,Desconocida,6,2,3.4641016151,8.55511485110823E-07,70.4945853055,351,99.7539096933,2,0.4,0.6666666667,1,22,32,0.0012012,18.3333333333,19.5
MMT,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Tlaxcala,Informal,2,1,1.4142135624,0.000000336,75.2858790095,0,48.418601135,2,1,1,7,11,20,0.000600601,24.5,22
MOCRI-CNPA-MN,RP,NA,RP,No,Discreta,Civil,local,Chiapas,Desconocida,1,1,1,3.68051497142458E-18,1,0,1.0449320794,21,0,0,,4,,,1,1
MODEVITE,RL,IN,RL / IN,No,Discreta,Indígena,local,Chiapas,Desconocida,1,5,2.2360679775,2.45367664761639E-18,2.2360679775,0,1.0449320794,14,0,0,,29,,,1,1
MORENA,AP,NA,AP,No,Matriz,Urbano-gremial,nacional,Nacional,Asociación Civil,6,1,2.4494897428,1.10202663319204E-05,63.307997273,0,124.444525765,2,1,1,2,15,11,0.000600601,20.3333333333,28
MORESI,TSG,NA,TSG,No,Discreta,Económico-gremial,local,Puebla,Desconocida,1,1,1,2.5869094855346E-05,75.5630630879,0,16.7281951053,2,0,0,18,9,9,0.000600601,17,11
MovContraEspSilver,AD,NA,AD,No,Paraguas,Civil,local,Morelos,Desconocida,7,1,2.6457513111,1.51466976320263E-09,52.0006877768,0,18.1989889223,2,1,1,2,14,17,0.000600601,10.1428571429,12
MovidasxEncontrarlas,AV,NA,AV,No,Discreta,Civil,local,Estado de México,Informal,3,1,1.7320508076,3.39103510789209E-12,45.1899684173,0,1.3589374189,2,1,1,3,4,14,0.000600601,7,5
MovLosDeAbajo-Pue,AP,NA,AP,No,Discreta,Urbano-gremial,local,Puebla,Asociación Civil,9,2,4.2426406871,2.12636977526746E-05,68.5733492542,16.5,147.5072053811,2,0.5,0.5555555556,2,7,11,0.0012012,17.3333333333,18
MovMexDespierta,2P,NA,2P,Sí,Discreta,Civil,local,Tabasco,Asociación Civil,2,1,1.4142135624,4.90735329523277E-18,1.4142135624,0,1.0940919037,12,1,1,,3,,,2,2
MovMujeresIzq,MU,NA,MU,No,Discreta,Civil,nacional,Nacional,Desconocida,8,1,2.8284271247,6.5615278485353E-06,63.799347437,0,373.0848797795,2,1,1,2,5,4,0.000600601,34,88
MovPuebMorelos,AD,NA,AD,No,Discreta,Civil,local,Morelos,Desconocida,7,1,2.6457513111,1.51466975338792E-09,52.0006877768,0,18.1989889223,2,1,1,2,4,17,0.000600601,10.1428571429,12
MPG,RP,NA,RP,No,Paraguas,Civil,local,Guerrero,Desconocida,18,35,25.099800796,0.0006175765,119.2518565057,1919.8333333333,388.6850309158,2,0.5658823529,0.2941176471,32,17,1,0.021021,19.6666666667,9.1428571429
MPJD,AV,NA,AV,No,Discreta,Civil,local,Morelos,Desconocida,5,2,3.1622776602,8.57468845443185E-05,82.017073701,782,49.7726762074,2,0.375,0.4,5,4,14,0.0012012,11.2,31.5
MRM_Renovación,ED,SPB,ED / SPB,No,Matriz,Económico-gremial,nacional,Nacional,Informal,1,1,1,2.45367664761639E-18,1.5,0,1.0468713302,8,0,0,,12,,,2,2
MRM_Resistencia,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Baja California,Desconocida,1,1,1,1.45849092003399E-09,59.0375183996,0,3.1681069239,2,0,0,38,11,19,0.000600601,5,5
MSC,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Baja California Sur,Desconocida,1,1,1,2.45367664761639E-18,1,0,1.0449320794,23,0,0,,11,,,1,1
MST,CA,NA,CA,No,Paraguas,Económico-gremial,nacional,Nacional,Desconocida,6,6,6,5.99832867839496E-07,85.5507141535,0,117.5147190374,2,1,1,1,10,7,0.0036036,27.5,26.3333333333
MujeresEnAcción,MU,NA,MU,No,Discreta,Civil,local,Baja California Sur,Asociación Civil,5,1,2.2360679775,9.81470659046555E-18,2.7839709209,0,1.2788829578,3,1,1,,4,,,5.4,6
MujeresParaElDiálogo,MU,NA,MU,No,Matriz,Civil,nacional,Nacional,Asociación Civil,4,1,2,4.16866969658873E-08,62.6212291132,0,19.4791698311,2,1,1,25,24,36,0.000600601,9.5,13
MULT,IN,NA,IN,No,Discreta,Indígena,local,Oaxaca,Desconocida,13,5,8.0622577483,5.05996787083141E-05,79.4036070969,2039.75,92.3751681548,2,0.2791666667,0.2948717949,4,29,8,0.003003,11.9230769231,15.8
MUP,RP,NA,RP,No,Paraguas,Urbano-gremial,local,CDMX,Desconocida,12,2,4.8989794856,5.28873290680627E-05,75.1863143068,0.25,499.0590992852,2,0.7930194805,0.7424242424,2,21,4,0.0012012,31.1666666667,78
NCT,SP,NA,SP,No,Paraguas,Económico-gremial,nacional,Nacional,Desconocida,10,2,4.472135955,5.26153436150859E-05,74.5656596643,2,399.9115278192,2,0.6031746032,0.6666666667,2,18,4,0.0012012,30.9,66
NHRC,AV,NA,AV,No,Discreta,Civil,local,Chihuahua,Asociación Civil,11,2,4.6904157598,3.3725455708087E-08,63.1868497393,1509,18.6539236669,2,0.45,0.6727272727,3,4,21,0.0012012,9.2727272727,7.5
NPZ,IN,NA,IN,No,Discreta,Indígena,local,Michoacán,Desconocida,3,1,1.7320508076,5.23849007111491E-05,82.1186050865,0,151.5647210188,2,1,1,2,29,4,0.000600601,47,76
OAN,CA,NA,CA,No,Discreta,Económico-gremial,local,Chihuahua,Desconocida,6,6,6,4.77517248167282E-07,85.6159688079,0,85.6191680088,2,0.8755555556,0.8666666667,1,2,6,0.0036036,25.5,27.3333333333
OCEZ-CP,CA,NA,CA,No,Discreta,Económico-gremial,local,Chiapas,Desconocida,1,2,1.4142135624,7.07120582848302E-11,55.9759321324,0,1.1933806191,2,0,0,39,2,8,0.0012012,2,1.5
OCEZ-DI,CA,NA,CA,No,Discreta,Económico-gremial,local,Chiapas,Desconocida,1,1,1,3.68051497142458E-18,1,0,1.0449320794,24,0,0,,2,,,1,1
OCNF,MU,DD,MU / DD,No,Paraguas,Civil,nacional,Nacional,Desconocida,15,3,6.7082039325,1.20045735433427E-09,58.4600095611,2291,5.6295069975,2,0.2857142857,0.4,3,14,14,0.0018018,7.2,6.3333333333
OCPIHV,CA,NA,CA,Sí,Discreta,Económico-gremial,local,Veracruz,Asociación Civil,4,1,2,0.000000202,69.6110638043,0,68.8926475707,2,1,1,4,13,5,0.000600601,29.5,91
OE,RL,DD,RL / DD,No,Paraguas,Matriz religiosa,local,CDMX,Desconocida,4,1,2,4.16866969560726E-08,62.6212291132,0,19.4791698311,2,1,1,25,25,36,0.000600601,9.5,13
OFPC,AD,FA,AD / FA,No,Discreta,Civil,local,Coahuila,Desconocida,3,1,1.7320508076,1.70107658106238E-07,70.4536326573,0,50.7283623276,2,1,1,7,4,17,0.000600601,19.6666666667,23
OIIA,IN,NA,IN,No,Discreta,Indígena,local,Puebla,Desconocida,5,1,2.2360679775,5.72439312019537E-10,52.3579927848,0,6.186886708,2,1,1,4,29,29,0.000600601,7.2,7
OIT,IN,NA,IN,No,Discreta,Indígena,local,Puebla,Desconocida,5,1,2.2360679775,5.72439307112183E-10,52.3579927848,0,6.186886708,2,1,1,4,29,29,0.000600601,7.2,7
ONPP,DD,NA,DD,No,Discreta,Urbano-gremial,local,Chiapas,Desconocida,1,1,1,2.45367664761639E-18,1,0,1.0449320794,24,0,0,,7,,,1,1
OPIZ,IN,NA,IN,No,Discreta,Indígena,local,Oaxaca,Asociación Civil,3,1,1.7320508076,6.60581589029779E-05,73.637235314,0,74.574993904,2,1,1,21,29,3,0.000600601,27,57
OPT,RP,NA,RP,No,Paraguas,Urbano-gremial,nacional,Nacional,Desconocida,7,1,2.6457513111,1.26808125748492E-05,65.5721048537,0,298.1074542736,2,1,1,2,15,11,0.000600601,35.2857142857,74
Pan&Rosas,MU,NA,MU,No,Discreta,Civil,internacional,Internacional,Desconocida,2,1,1.4142135624,3.37240908798959E-08,61.8698683016,0,17.4573003601,2,1,1,3,4,21,0.000600601,12,5
PcdeM,AP,NA,AP,No,Matriz,Urbano-gremial,nacional,Nacional,Desconocida,4,1,2,2.37843007740472E-06,74.3143378216,0,105.1533902132,2,1,1,2,15,28,0.000600601,25.25,44
PPS,AP,NA,AP,Sí,Matriz,Urbano-gremial,nacional,Nacional,Desconocida,3,1,1.7320508076,1.1844324117781E-09,57.0671471382,0,5.1280829136,2,1,1,13,15,18,0.000600601,6.6666666667,6
PRODESC,2P,DD,2P / DD,No,Discreta,Civil,nacional,Nacional,Asociación Civil,1,1,1,4.8843488878305E-07,76.3955536403,0,42.274668843,2,0,0,40,5,4,0.000600601,21,5
ProductoresUnidos,PR,NA,PR,No,Discreta,Económico-gremial,regional,Regional,Desconocida,3,3,3,8.43782943967813E-07,88.4347678271,0,54.1607937872,2,1,1,1,9,6,0.0018018,31.6666666667,37
ProSL_Ecológico,EC,NA,EC,No,Discreta,Civil,local,San Luis Potosí,Asociación Civil,10,2,4.472135955,1.71414129821069E-07,71.8007162499,262,65.2773732538,2,0.4444444444,0.5333333333,7,4,17,0.0012012,12,16.5
PUDEE,CS,NA,CS,No,Matriz,Urbano-gremial,local,Chiapas,Asociación Civil,1,1,1,2.45367664761639E-18,1,0,1.0449320794,20,0,0,,7,,,1,1
REDDH,2P,DD,2P / DD,No,Discreta,Civil,local,Puebla,Desconocida,5,1,2.2360679775,8.72872054897693E-08,55.3075899929,0,14.3415170281,2,1,1,4,5,8,0.000600601,11.8,18
RedesUniv,ES,NA,ES,No,Discreta,Civil,local,CDMX,Informal,1,1,1,3.68051497142458E-18,1,0,1.0449320794,18,0,0,,22,,,1,1
RedGrovida,RL,NA,RL,No,Paraguas,Matriz religiosa,local,Guerrero,Desconocida,1,1,1,3.68051497142458E-18,1,0,1.0449320794,17,0,0,,17,,,1,1
REDIM,DD,NA,DD,No,Paraguas,Civil,nacional,Nacional,Desconocida,5,2,3.1622776602,1.36412216038355E-09,61.9448255737,556,4.5715380046,2,0.375,0.4,5,14,14,0.0012012,6.6,5
RedMadrHijosDesap,AV,NA,AV,No,Discreta,Civil,local,Veracruz,Informal,1,1,1,3.68051497142458E-18,1,0,1.0449320794,13,0,0,,4,,,1,1
RedMesaMujCdJua,MU,NA,MU,Sí,Paraguas,Civil,local,Chihuahua,Asociación Civil,1,1,1,3.68051497142458E-18,1.5,0,1.0468713302,10,0,0,,20,,,2,2
Rednes,MU,NA,MU,No,Discreta,Civil,local,CDMX,Informal,9,1,3,3.29170438837263E-11,43.2143466269,0,2.9244456632,2,1,1,3,22,21,0.000600601,9.8888888889,12
RED_OSC,RP,NA,RP,Sí,Paraguas,Civil,nacional,Nacional,Asociación Civil,8,1,2.8284271247,1.23260810498994E-07,59.8151968199,0,107.9358093594,2,1,1,4,20,5,0.000600601,23.5,110
RedSaludAlimentaria,CS,NA,CS,No,Paraguas,Urbano-gremial,nacional,Nacional,Desconocida,2,1,1.4142135624,2.00878132234891E-10,55.431879589,0,1.9909352133,2,1,1,5,15,14,0.000600601,5,4
Red_TDT,RP,DD,RP / DD,No,Paraguas,Civil,nacional,Nacional,Asociación Civil,3,1,1.7320508076,1.16869415189408E-09,56.3656541843,0,3.727847407,2,1,1,5,14,14,0.000600601,9.3333333333,8
REMA,AD,NA,AD,No,Paraguas,Civil,nacional,Nacional,Desconocida,5,1,2.2360679775,5.72439297297477E-10,52.3579927848,0,6.186886708,2,1,1,4,14,29,0.000600601,7.2,7
ResISSSTE,TSG,NA,TSG,No,Discreta,Económico-gremial,local,Chihuahua,Desconocida,3,3,3,2.74443679591797E-05,84.8934499045,492,50.8665966165,2,0.3333333333,0.3333333333,33,9,10,0.0018018,18,15.3333333333
Resissstencia,ED,SPB,ED / SPB,No,Discreta,Económico-gremial,local,Baja California,Desconocida,3,1,1.7320508076,1.70120748498143E-07,70.343104039,0,50.0707132178,2,1,1,7,11,19,0.000600601,18.3333333333,30
ResistenciaCivilEE,CS,NA,CS,No,Paraguas,Civil,nacional,Nacional,Desconocida,3,2,2.4494897428,4.50831806765152E-06,97.8240425902,0,117.2593581735,2,0.75,0.6666666667,11,15,4,0.0012012,39,25.5
RITA,IN,OC,IN / OC,No,Discreta,Indígena,nacional,Nacional,Asociación Civil,8,1,2.8284271247,1.10135618038736E-07,59.8357291645,0,63.5297465631,2,1,1,2,29,11,0.000600601,17.25,67
RL,RL,NA,RL,No,Paraguas,Civil,nacional,Nacional,Asociación Civil,3,1,1.7320508076,7.36102994284916E-18,1.7320508076,0,1.1481056257,4,1,1,,14,,,3,3
RNG,ES,NA,ES,No,Discreta,Civil,local,Guerrero,Informal,1,1,1,0.000010933,84.8272341872,0,24.7355094295,2,0,0,9,26,1,0.000600601,32,93
RosasRojas,MU,NA,MU,No,Discreta,Civil,local,CDMX,Informal,9,1,3,3.29170340690197E-11,43.2143466269,0,2.9244456632,2,1,1,3,22,21,0.000600601,9.8888888889,12
RRAA,RP,NA,RP,No,Paraguas,Civil,nacional,Nacional,Desconocida,2,1,1.4142135624,2.33570080840734E-07,69.0736605544,0,25.7159628637,2,1,1,13,14,18,0.000600601,12,7
SAINAH,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,5,1,2.2360679775,1.22072849278165E-08,56.1738473699,0,20.6147535794,2,1,1,2,12,18,0.000600601,9.2,11
SDITSTC,SPB,NA,SPB,No,Discreta,Económico-gremial,local,CDMX,Sindical,19,2,6.164414003,5.1516462252548E-05,68.915035557,0.8,982.6138312697,2,0.8174603175,0.8128654971,2,19,4,0.0012012,34.7894736842,114
SEDEPAC-Cuetzalan,2P,DD,2P / DD,No,Discreta,Civil,local,Veracruz,Asociación Civil,8,1,2.8284271247,1.10135618028922E-07,59.8357291645,0,63.5297465631,2,1,1,2,4,11,0.000600601,17.25,67
SEHI,EC,NA,EC,No,Discreta,Civil,local,Hidalgo,Asociación Civil,1,1,1,3.68051497142458E-18,1,0,1.0449320794,22,0,0,,7,,,1,1
SEI,ED,SPB,ED / SPB,No,Matriz,Económico-gremial,local,Estado de México,Desconocida,4,1,2,5.51739153170971E-05,79.0131322278,0,96.7357905259,2,1,1,4,28,9,0.000600601,28,94
SemillasDeVida,EC,NA,EC,Sí,Discreta,Civil,local,CDMX,Asociación Civil,4,1,2,1.96140848813414E-08,64.7466222178,0,5.3011926643,2,1,1,4,3,35,0.000600601,6.25,21
SERAPAZ,2P,DD,2P / DD,Sí,Matriz,Civil,nacional,Nacional,Asociación Civil,3,1,1.7320508076,1.71471305136675E-07,71.0297451578,0,50.2938279069,2,1,1,5,24,14,0.000600601,19.6666666667,25
SETE_BC,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Baja California,Sindical,2,3,2.4494897428,4.37587909876953E-09,62.8828281218,0,5.3305975202,2,1,1,38,11,19,0.0018018,4.5,3.3333333333
SHCBDF,SPC,UN,SPC / UN,No,Discreta,Económico-gremial,local,CDMX,Sindical,14,1,3.7416573868,9.75558540690008E-06,55.6094970253,0,704.8456056867,2,1,1,2,9,4,0.000600601,34.2142857143,127
Sind_7_de_Mayo,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Tlaxcala,Sindical,2,2,2,1.22570407961013E-07,53.1388278697,0,1.7780645838,2,1,1,29,11,20,0.0012012,3,2
SindHeliodoroCC,SPA,NA,SPA,No,Discreta,Económico-gremial,local,Oaxaca,Sindical,3,1,1.7320508076,4.90735329523277E-18,1.7320508076,0,1.1481056257,11,1,1,,30,,,3,3
SindHnosFM,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Oaxaca,Sindical,3,1,1.7320508076,7.36102994284916E-18,1.7320508076,0,1.1481056257,11,1,1,,30,,,3,3
Sind_Martires1910,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Estado de México,Sindical,2,1,1.4142135624,4.13152114771199E-08,48.2648675433,0,1.7780645838,2,1,1,29,11,20,0.000600601,3,5
SinMaízNoHayPaís,CA,NA,CA,No,Paraguas,Civil,nacional,Nacional,Desconocida,2,1,1.4142135624,3.72256151193682E-07,67.6222374973,0,32.1481572024,2,1,1,8,14,13,0.000600601,12,8
SITACH,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Guerrero,Sindical,1,1,1,1.3840037634318E-07,69.7853487126,0,2.1153363763,2,0,0,16,23,1,0.000600601,3,3
SITAUAEM,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Morelos,Sindical,1,1,1,2.45367664761639E-18,1,0,1.0449320794,25,0,0,,31,,,1,1
SITBUAP,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Puebla,Sindical,3,1,1.7320508076,0.000000132,56.964945351,0,33.3762396786,2,1,1,2,9,11,0.000600601,12.3333333333,8
SITCBEM,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Michoacán,Sindical,6,3,4.2426406871,0.0001074322,84.0454430416,0.5,87.0939538478,2,0.9133333333,0.8666666667,2,28,3,0.0018018,15.5,23.6666666667
SITEM,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,4,2,2.8284271247,2.47640847772384E-07,52.8080616131,1047,10.5570323561,2,0.3333333333,0.3333333333,41,12,22,0.0012012,4.25,3.5
SITEQROO,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Quintana Roo,Sindical,2,1,1.4142135624,2.47632053886065E-07,51.9123930236,0,10.4297837186,2,1,1,41,28,22,0.000600601,7,4
SITET,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Tabasco,Sindical,3,3,3,0.000000001,44.4696389767,351,1.5652606781,2,0.1666666667,0.3333333333,42,28,22,0.0018018,2.3333333333,1.6666666667
SITIAVW,SPA,NA,SPA,No,Discreta,Económico-gremial,local,Puebla,Sindical,7,1,2.6457513111,1.26808125748492E-05,65.5721048537,0,298.1074542736,2,1,1,2,9,11,0.000600601,35.2857142857,74
SITIMTA,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Morelos,Sindical,3,1,1.7320508076,6.37031627133766E-06,71.2844661516,0,120.643037785,2,1,1,2,31,4,0.000600601,28,21
SITUAM,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,CDMX,Sindical,14,2,5.2915026221,8.49559780677133E-06,70.4834715682,8,440.1578821763,2,0.5452991453,0.5824175824,2,19,4,0.0012012,23.3571428571,40.5
SME,SPB,NA,SPB,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,77,32,49.638694584,0.0005041483,131.9500392812,18584.45,1866.6660895797,2,0.1963507401,0.1418318524,2,12,4,0.0192192,16.7142857143,18.84375
SMSEM,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Estado de México,Sindical,7,6,6.4807406984,0.0023720038,92.5013373606,0,188.128124004,2,0.7314814815,0.619047619,18,28,9,0.0036036,26.4285714286,40.6666666667
SNTCPFISC,SPB,NA,SPB,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,9,1,3,7.59870686169828E-06,59.9411344953,0,317.4503220152,2,1,1,2,12,4,0.000600601,24.5555555556,44
SNTE,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,2,1,1.4142135624,0.000000001,43.5268299351,0,1.5212586005,2,1,1,41,12,22,0.000600601,3.5,5
SNTE-1,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Aguascalientes,Sindical,1,1,1,3.68051497142458E-18,1,0,1.0449320794,6,0,0,,11,,,1,1
SNTE-10,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,CDMX,Sindical,6,2,3.4641016151,1.43794758194698E-06,63.4495564887,1735,8.4482204018,2,0.4,0.6666666667,1,28,27,0.0012012,4.8333333333,3.5
SNTE-13,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Guanajuato,Sindical,12,4,6.9282032303,0.0013864591,77.4193707705,351,324.9223241527,2,0.3997564935,0.696969697,1,28,31,0.0024024,26.0833333333,97.75
SNTE-15,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Hidalgo,Sindical,10,2,4.472135955,9.36207636932567E-05,77.5447282766,232,285.8004424268,2,0.4444444444,0.6444444444,25,28,34,0.0012012,29,130.5
SNTE-16,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Jalisco,Sindical,11,2,4.6904157598,0.0013510954,74.6258284682,0,281.4124801113,2,0.8392857143,0.7818181818,4,28,3,0.0012012,25.0909090909,142
SNTE-17,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Estado de México,Sindical,3,3,3,6.11870608878553E-05,79.0206956718,0,27.2362446081,2,1,1,18,28,9,0.0018018,10,6.3333333333
SNTE-2,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Baja California,Sindical,5,5,5,1.73078991919248E-07,72.5172759871,351,50.4210912533,2,0.4666666667,0.4,38,11,19,0.003003,11.2,6
SNTE-20,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Nayarit,Sindical,2,2,2,4.90735329523277E-18,2,1,1.0900309344,26,0,0,,28,,,1,1
