URL noticia,Palabra clave hallada,Periódico,Fecha de publicación,Título,Estado involucrado,Sección en el diario
https://www.jornada.unam.mx/2016/03/11/sociedad/014n3pol,bloqueo_vialidad,LaJornada,11/03/2016,La Jornada: Toman el Ieepo y cierran vías en Oaxaca,Oaxaca,sociedad
http://www.jornada.unam.mx/2016/03/11/estados/028n2est,huelga,LaJornada,11/03/2016,Enferman tres policías de Tlaxcala que estaban en huelga de hambre,Tlaxcala,estados
http://www.jornada.unam.mx/ultimas/2016/03/11/cnte-marcha-hacia-la-sg-exige-un-empleo-digno-y-estabilidad-9827.html,marcha,LaJornada,11/03/2016,Marcha CNTE a la SG para exigir empleo digno y estabilidad,Ciudad de México,ultimas
http://www.jornada.unam.mx/2016/03/12/estados/024n3est,huelga,LaJornada,12/03/2016,UAQ cumple una semana en huelga,Querétaro,estados
http://www.jornada.unam.mx/2016/03/13/estados/024n1est,bloqueo,LaJornada,13/03/2016,Pobladores de Juchitán bloquean parque eólico de Gas Fenosa,Oaxaca,estados
http://www.jornada.unam.mx/ultimas/2016/03/14/protestan-choferes-en-toluca-piden-cesar-al-secretario-de-movilidad-4196.html,protesta,LaJornada,14/03/2016,Protestan choferes en Toluca; piden cesar al secretario de Movilidad,Estado de México,ultimas
http://www.jornada.unam.mx/2016/03/15/capital/032n2cap,protesta,LaJornada,15/03/2016,Protestan vecinos y autoridades de Azcapotzalco frente al TCADF,Ciudad de México,capital
http://www.jornada.unam.mx/ultimas/2016/03/15/protestan-por-uso-excesivo-de-antibioticos-en-animales-de-consumo-1938.html,protesta,LaJornada,15/03/2016,Protestan por uso excesivo de antibióticos en animales de consumo,Ciudad de México,ultimas
http://www.jornada.unam.mx/2016/03/16/sociedad/040n1soc,protesta,LaJornada,16/03/2016,Protestan frente al IMSS para demandar indemnización para paciente mal atendido,Ciudad de México,sociedad
http://www.jornada.unam.mx/2016/03/16/politica/018n1pol,protesta,LaJornada,16/03/2016,Profesores protestan contra reforma,Sinaloa,politica
http://www.jornada.unam.mx/ultimas/2016/03/17/jornaleros-de-san-quintin-conmemoran-aniversario-del-levantamiento-1953.html,huelga,LaJornada,17/03/2016,"Marcharán jornaleros de San Quintín, a un año de la huelga",Baja California,ultimas
http://www.jornada.unam.mx/2016/03/18/estados/033n2est,bloqueo,LaJornada,18/03/2016,La Jornada: Bloquean la autopista Toluca-Atlacomulco,Estado de México,estados
http://www.jornada.unam.mx/ultimas/2016/03/18/marchan-trabajadores-de-salud-reclaman-pago-7952.html,marcha,LaJornada,18/03/2016,Granaderos repliegan marcha de trabajadores de Salud,Ciudad de México,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/18/realizaran-en-veracruz-marcha-de-la-disidencia-petrolera-1745.html,marcha,LaJornada,18/03/2016,Encabezará Cárdenas marcha de la disidencia petrolera en Veracruz,Veracruz,ultimas
http://www.jornada.unam.mx/2016/03/19/estados/029n1est,huelga,LaJornada,19/03/2016,Retendrán recursos a la UAQ para no fondear la huelga,Querétaro,estados
http://www.jornada.unam.mx/2016/03/21/estados/026n1est,boicot,LaJornada,21/03/2016,Jornaleros de San Quintín inician boicot a Discroll’s,Baja California,estados
http://www.jornada.unam.mx/ultimas/2016/03/21/protestan-maestros-jubilados-en-mexicali-7912.html,protesta,LaJornada,21/03/2016,Protestan maestros jubilados en Mexicali,Baja California,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/22/detienen-autoridades-michoacanas-a-45-pescadores-en-bloqueo-7250.html,bloqueo,LaJornada,22/03/2016,Detienen autoridades michoacanas a 45 pescadores en bloqueo,Michoacán,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/26/miles-de-campesinos-contra-incursion-militar-en-hidalgo-y-veracruz-7464.html,protesta,LaJornada,26/03/2016,Campesinos protestan contra incursión militar en Hidalgo y Veracruz,Veracruz,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/28/con-marcha-exigen-justicia-para-menor-abusada-en-veracruz-772.html,marcha,LaJornada,28/03/2016,"Con marcha, exigen justicia para menor abusada en Veracruz",Veracruz,ultimas
http://www.jornada.unam.mx/2016/03/29/capital/025n2cap,protesta,LaJornada,29/03/2016,Clausuran obra en Azcapotzalco tras protesta vecinal,Ciudad de México,capital
http://www.jornada.unam.mx/ultimas/2016/03/30/vecinos-de-iztapalapa-protestan-en-sacmex-por-falta-de-agua-7038.html,protesta,LaJornada,30/03/2016,Vecinos de Iztapalapa protestan en Sacmex por falta de agua - La ...,Ciudad de México,ultimas
https://lasillarota.com/estados/protestan-por-asesinato-de-joven-que-salvo-a-su-padre-de-ser-secuestrado/106980,protesta,LaSillaRota,14/03/2016,Protestan por asesinato de joven que salvó a su padre de ser ...,Veracruz,estados
https://lasillarota.com/estados/asegura-secretario-del-trabajo-ser-parcial-en-huelga-de-la-uaq/107068,huelga,LaSillaRota,15/03/2016,Asegura secretario del Trabajo ser parcial en huelga de la UAQ | La ...,Querétaro,estados
http://lasillarota.com/en-riesgo-recursos-federales-por-huelga-en-la-uaq/www.unamglobal.unam.mx,huelga,LaSillaRota,17/03/2016,En riesgo recursos federales por huelga en la UAQ | La Silla Rota,Querétaro,
https://lopezdoriga.com/nacional/iniciaran-huelga-de-hambre-por-el-chapo/,huelga,LopezDoriga,03/03/2016,Iniciarán huelga de hambre por el Chapo,Estado de México,nacional
https://lopezdoriga.com/nacional/transportistas-provocan-caos-vial-en-interlomas/,bloqueo,LopezDoriga,07/03/2016,Termina bloqueo en Interlomas,Estado de México,nacional
https://lopezdoriga.com/nacional/taxistas-protestan-contra-uber-en-guadalajara-2/,protesta,LopezDoriga,08/03/2016,Taxistas protestan contra Uber en Guadalajara,Jalisco,nacional
https://lopezdoriga.com/nacional/protestan-en-veracruz-contra-duarte-por-recursos-de-la-uv/,protesta,LopezDoriga,10/03/2016,Protestan en Veracruz contra Duarte por recursos de la UV,Veracruz,nacional
https://lopezdoriga.com/nacional/taxistas-bloquean-la-costera-miguel-aleman-en-acapulco/,bloqueo,LopezDoriga,28/03/2016,Taxistas bloquean la Costera Miguel Alemán en Acapulco.,Guerrero,nacional
http://www.milenio.com/estados/Policias-acreditables-levantan-planton-Chilpancingo_0_692930886.html,planton,Milenio,01/03/2016,Policías acreditables levantan plantón en Chilpancingo,Guerrero,estados
http://www.milenio.com/region/protesta-cruz_verde-Tlaquepaque-paro-actividades-falta_insumos_0_692930972.html,protesta,Milenio,01/03/2016,Protestan en Cruz Verde de Tlaquepaque,Jalisco,
http://www.milenio.com/region/Protestan_ex_empleados_Monterrey-exigen_aguinaldo_y_ahorro_0_692930944.html,protesta,Milenio,01/03/2016,Protestan ex empleados de Monterrey; exigen aguinaldo y ahorro,Nuevo León,
http://www.milenio.com/region/Comision_Nacional_del_Agua-manifestacion_de_ejidatarios_0_694130703.html,manifestacion,Milenio,03/03/2016,Persiste manifestación en Conagua,Coahuila,
http://www.milenio.com/estados/Estalla_huelga_en_Universidad_Autonoma_de_Queretaro_0_694730814.html,huelga,Milenio,04/03/2016,Estalla huelga en Universidad Autónoma de Querétaro,Querétaro,estados
http://www.milenio.com/estados/Protestan_frente_a_consulado_de_Italia_empresarios_queretanos_0_694730833.html,protesta,Milenio,04/03/2016,Protestan frente a consulado de Italia empresarios queretanos,Querétaro,estados
http://www.milenio.com/estados/CNTE-protestan_en_el_IEEPO-este_viernes_fueron_citados_por_el_director_del_IEEPO_0_694730713.html,protesta,Milenio,04/03/2016,"CNTE protesta, otra vez, en el IEEPO",Oaxaca,estados
http://www.milenio.com/monterrey/Padres-protestan-cese-directora-secundaria_0_695330489.html,protesta,Milenio,05/03/2016,Padres protestan por cese de directora de secundaria,Nuevo León,
http://www.milenio.com/estados/bloquean_carretera_mexico_acapulco_detencion_comunitarios-fusdeg_carretera_0_695930462.html,bloqueo,Milenio,06/03/2016,"Por arresto de comunitarios, bloquean carretera México-Acapulco",Guerrero,estados
http://www.milenio.com/monterrey/Alumnos-protestan-retiro-becas_0_695930429.html,protesta,Milenio,06/03/2016,Alumnos protestan por retiro de las becas,Nuevo León,
http://www.milenio.com/estados/bloquean_transportistas_huixquilucan-bloqueo_en_huixquilucan_provoca_caos_vial_0_696530416.html,bloqueo,Milenio,07/03/2016,Transportistas bloquean Huixquilucan,Estado de México,estados
http://www.milenio.com/region/CBTA_47_de_Leon_Guzman-Huelga_CBTA_47-Joaquin_Avalos_Soto_0_696530540.html,huelga,Milenio,07/03/2016,Siete días de huelga en el CBTA 47 de León Guzmán,Durango,
http://www.milenio.com/df/manifestantes_PRI_y_Segob-mujeres_PRI_feminicidios-mujeres_Segob_feminicidios_0_696530551.html,protesta,Milenio,07/03/2016,Protestan en el PRI y la Segob por feminicidios,Ciudad de México,
http://www.milenio.com/region/protesta_anti_uber-taxistas_Guadalajara-centro_Guadalajara-Nuevo_progreso_0_697130394.html,bloqueo,Milenio,08/03/2016,Taxistas bloquean vialidades; Uber regala viajes,Jalisco,
http://www.milenio.com/policia/Nestora_Salgado-Policia_Comunitaria_Olinala-CETEG_Nestora_Salgado_0_697130506.html,marcha,Milenio,08/03/2016,CETEG marcha para exigir liberación de Nestora Salgado,Guerrero,
http://www.milenio.com/df/Marcha_campesinas-marcha_mujeres_campo_segob-marcha_campo_revolucion_0_697130468.html,planton,Milenio,08/03/2016,Mujeres campesinas instalan plantón en Segob,Ciudad de México,
http://www.milenio.com/region/Posesionarios-Huajimic-manifestaron-Tepic_0_697730328.html,manifestacion,Milenio,09/03/2016,Posesionarios de Huajimic se manifestaron en Tepic,Nayarit,
http://www.milenio.com/politica/osorio_chong_campesinas-planton_campesinas_bucareli_0_697730510.html,planton,Milenio,09/03/2016,Osorio sale de Segob a dialogar con campesinas; levantan plantón,Ciudad de México,politica
http://www.milenio.com/estados/padres_bloquean_bulevar_en_acapulco-padres_protestan_Acapulco_no_tener_maestros_0_698330318.html,bloqueo,Milenio,10/03/2016,Padres de familia bloquean bulevar de Las Naciones en Acapulco,Guerrero,estados
http://www.milenio.com/estados/marchan_estudiantes_en_Veracruz-norte_no_detiene_a_estudiantes-marchan_en_Veracruz_0_698330283.html,marcha,Milenio,10/03/2016,"Con marcha, exigen a Duarte que pague a la Universidad de Veracruz",Veracruz,estados
http://www.milenio.com/region/Huelga_CBTA_47_de_Leon_Guzman-reanudan_clases_en_CBTA_47_de_Leon_Guzman_0_698930448.html,huelga,Milenio,11/03/2016,Alumnos levantan huelga en el CBTA 47 de León Guzmán,Durango,
http://www.milenio.com/region/Bloquean_avenida_Altamira_0_700730028.html,bloqueo,Milenio,14/03/2016,Vecinos bloquean avenida en Altamira,Tamaulipas,
http://www.milenio.com/estados/hospitalizan_maestra_huela_hambre-huelga_hambre_Ciudd_Juarez-huelga_Patricia_Chavez_0_700730283.html,huelga,Milenio,14/03/2016,Hospitalizan a maestra que hizo huelga de hambre para exigir plaza,Chihuahua,estados
http://www.milenio.com/estados/Protestan_medicos_y_enfermeras_de_Acapulco_contra_la_violencia_0_702530129.html,protesta,Milenio,17/03/2016,Protestan enfermeras y médicos de Acapulco contra la violencia,Guerrero,estados
http://www.milenio.com/estados/bloqueos_en_Amilcingo_Morelos-rechazan_eleccion-pobladores_quieren_usos_y_costumbres_0_703129842.html,bloqueo,Milenio,18/03/2016,Pobladores de Amilcingo bloquean entradas a su población,Morelos,estados
http://www.milenio.com/df/protesta_Iztapalapa-cementera_Iztapalapa-danos_respiratorios_vecinos_Iztapalapa_0_703129974.html,protesta,Milenio,18/03/2016,Protestan en Iztapalapa por contaminación de cementera,Ciudad de México,
http://www.milenio.com/df/bloqueo_Marina_Nacional-vecinos_colonia_Anahuac-protesta_agua_Anahuac_0_706129497.html,bloqueo,Milenio,23/03/2016,Vecinos bloquean Marina Nacional en demanda de agua,Ciudad de México,
http://www.milenio.com/region/Paseo_Morelos_de_Torreon-Moreleando-avenida_Morelos_de_Torreon-retraso_en_la_Morelos_0_709729210.html,protesta,Milenio,29/03/2016,"""Inauguran"" en protesta calle del Paseo Morelos",Coahuila,
http://www.milenio.com/df/cierran_carretera_cuernavaca-protesta_agua_miguel_Xicalco-protesta_agua_Tlalpan_0_710329267.html,protesta,Milenio,30/03/2016,Cierran la México-Cuernavaca en protesta por falta de agua,Ciudad de México,
http://www.milenio.com/df/Colonos_Iztapalapa_falta_agua-protesta_Sacmex_falta_agua-Anguiano_Iztapalapa_agua_0_710329173.html,protesta,Milenio,30/03/2016,Protestan colonos de Iztapalapa por falta de agua,Ciudad de México,
http://www.nayaritenlinea.mx/2016/03/28/fotos-protestan-en-veracruz-por-muchacha-presuntamente-violada-por-cuatro-jovenes?vid=86278,protesta,NayaritEnLinea,28/03/2016,FOTOS: Protestan en Veracruz por muchacha presuntamente violada por cuatro jóvenes,Veracruz,
http://www.nayaritenlinea.mx/2016/03/30/protestan-comerciantes-y-vecinos-por-obra-en-la-avenida-allende?vid=86335,protesta,NayaritEnLinea,30/03/2016,Protestan comerciantes y vecinos por obra en la avenida Allende,Nayarit,
http://www.noticiasmvs.com/#!/noticias/reclaman-tarahumaras-en-caravana-el-derecho-al-reconocimiento-sobre-su-territorio-679,caravana,NoticiasMVS,03/03/2016,Reclaman Tarahumaras en caravana el derecho al reconocimiento ...,Ciudad de México,
http://www.noticiasmvs.com/#!/noticias/maestros-de-la-seccion-22-de-la-cnte-protestan-en-oaxaca-ante-la-visita-de-epn-434,protesta,NoticiasMVS,03/03/2016,Maestros de la Sección 22 de la CNTE protestan en Oaxaca ante la ...,Oaxaca,
http://www.noticiasmvs.com/#!/noticias/estalla-huelga-en-la-universidad-autonoma-de-queretaro-959,huelga,NoticiasMVS,04/03/2016,Estalla huelga en la Universidad Autónoma de Querétaro - Noticias ...,Querétaro,
http://www.noticiasmvs.com/#!/noticias/retiran-bloqueo-en-interlomas-se-normaliza-la-circulacion-245,bloqueo,NoticiasMVS,07/03/2016,Retiran bloqueo en Interlomas; se normaliza la circulación - Noticias ...,Estado de México,
http://www.noticiasmvs.com/#!/noticias/con-movilizacion-el-fac-conmemora-dia-internacional-de-la-mujer-en-la-cdmx-763,movilizacion,NoticiasMVS,08/03/2016,"Con movilización, el FAC conmemora Día Internacional de la Mujer ...",Ciudad de México,
http://www.noticiasmvs.com/#!/noticias/protestan-taxistas-de-acapulco-por-violencia-en-su-contra-565,protesta,NoticiasMVS,08/03/2016,Protestan taxistas de Acapulco por violencia en su contra - Noticias ...,Guerrero,
http://www.noticiasmvs.com/#!/noticias/suspenden-clases-en-xalapa-por-marcha-de-estudiantes-de-universidad-veracruzana-118,marcha,NoticiasMVS,09/03/2016,Suspenden clases en Xalapa por marcha de estudiantes de ...,Veracruz,
http://www.noticiasmvs.com/#!/noticias/organizaciones-campesinas-instalaran-planton-de-un-mes-en-segob-622,planton,NoticiasMVS,09/03/2016,Organizaciones campesinas instalarán plantón de un mes en ...,Ciudad de México,
http://www.noticiasmvs.com/#!/noticias/continuara-planton-tenemos-60-dias-de-esperar-padres-de-desaparecidos-en-tierra-blanca-538,planton,NoticiasMVS,11/03/2016,"Continuará plantón, 'tenemos 60 días de esperar': Padres de ...",Veracruz,
http://www.noticiasmvs.com/#!/noticias/bloquean-accesos-y-salidas-de-la-autopista-toluca-atlacomulco-contra-mas-casetas-de-cobro-48,bloqueo,NoticiasMVS,17/03/2016,Bloquean accesos y salidas de la autopista Toluca-Atlacomulco ...,Estado de México,
http://www.noticiasmvs.com/#!/noticias/realizan-marcha-contra-jovenes-que-violaron-a-una-menor-en-veracruz-717,marcha,NoticiasMVS,28/03/2016,Realizan marcha contra 'Los Porkys' que violaron a una menor en ...,Veracruz,
http://www.noticiasmvs.com/#!/noticias/organizaciones-campesinas-inician-jornada-de-movilizaciones-241,movilizacion,NoticiasMVS,28/03/2016,Organizaciones campesinas inician jornada de movilizaciones en ...,Más de uno,
http://www.noticiasmvs.com/#!/noticias/productores-de-leche-protestan-contra-liconsa-en-chihuahua-por-irregularidades-de-pago-111,protesta,NoticiasMVS,31/03/2016,Productores de leche protestan contra Liconsa en Chihuahua por ...,Chihuahua,
http://www.proceso.com.mx/432135/alcalde-mazatlan-recoge-basura-ante-huelga-sindicalizados,huelga,Proceso,02/03/2016,Alcalde de Mazatlán recoge basura ante huelga de sindicalizados,Sinaloa,
http://www.proceso.com.mx/432065/novela-rey-mono-en-planton-los-43,planton,Proceso,02/03/2016,"Novela de ""El rey mono"" en el plantón de los 43",Ciudad de México,
http://www.proceso.com.mx/432219/disuelven-huelga-sindicalizados-del-ayuntamiento-mazatlan,huelga,Proceso,03/03/2016,Concluye huelga en el Ayuntamiento de Mazatlán,Sinaloa,
http://www.proceso.com.mx/432241/432241,protesta,Proceso,03/03/2016,La Policía Federal dispersa a maestros que protestan contra Peña en Oaxaca,Oaxaca,
http://www.proceso.com.mx/432384/sindicalizados-estallan-huelga-en-arcelormittal,huelga,Proceso,04/03/2016,Sindicalizados estallan huelga en ArcelorMittal,Michoacán,
http://www.proceso.com.mx/432502/estalla-huelga-en-la-universidad-autonoma-queretaro,huelga,Proceso,04/03/2016,Estalla huelga en la Universidad Autónoma de Querétaro,Querétaro,
http://www.proceso.com.mx/432462/gobierno-mancera-anuncia-reubicacion-la-gran-rueda-junto-al-auditorio-nacional,protesta,Proceso,04/03/2016,"Tras protestas vecinales, Mancera reubica proyecto de la Gran Rueda",Ciudad de México,
http://www.proceso.com.mx/432495/fronton-mexico-renace-a-costa-huelguistas,huelga,Proceso,06/03/2016,El Frontón México renace... a costa de huelguistas,Ciudad de México,
http://www.proceso.com.mx/432702/taxistas-realizan-caravana-protesta-inseguridad-en-puebla,caravana,Proceso,07/03/2016,Taxistas realizan caravana de protesta por inseguridad en Puebla,Puebla,
http://www.proceso.com.mx/432723/profesores-levantan-huelga-en-universidad-michoacana,huelga,Proceso,07/03/2016,Profesores levantan huelga en Universidad Michoacana,Michoacán,
http://www.proceso.com.mx/432680/manifestantes-lanzan-huevazos-a-alcaldia-cuernavaca-planton-cuau,planton,Proceso,07/03/2016,Manifestantes lanzan huevazos a alcaldía de Cuernavaca por ‘plantón’ de ‘El Cuau’,Morelos,
http://www.proceso.com.mx/432683/protestan-contra-feminicidios-en-la-sede-del-pri-en-la-segob,protesta,Proceso,07/03/2016,Protestan contra feminicidios en la sede del PRI y en la Segob,Ciudad de México,
http://www.proceso.com.mx/432802/chocan-policias-manifestantes-en-frontera-comalapa-protestan-contra-detencion-alcalde,manifestacion,Proceso,08/03/2016,Chocan policías y manifestantes en Chiapas; retienen y golpean a tres agentes,Chiapas,
http://www.proceso.com.mx/432837/protestan-violencia-contra-las-mujeres-en-colima,protesta,Proceso,08/03/2016,Protestan por violencia hacia las mujeres en Colima,Colima,
http://www.proceso.com.mx/433005/duarte-recula-en-iniciativa-ley-pensiones,marcha,Proceso,09/03/2016,Duarte decide no enviar iniciativa sobre pensiones horas antes de megamarcha,Veracruz,
http://www.proceso.com.mx/433452/ponen-fin-a-huelga-en-arcelormittal-tras-reinstalacion-125-mineros,huelga,Proceso,14/03/2016,Ponen fin a huelga en ArcelorMittal tras reinstalación de 125 mineros,Michoacán,
http://www.proceso.com.mx/433439/ataud-hijo-familia-protesta-inseguridad-frente-a-oficina-duarte,protesta,Proceso,14/03/2016,"Con ataúd de su hijo, familia protesta por inseguridad frente a oficina de Duarte",Veracruz,
http://www.proceso.com.mx/433509/seccion-22-protesta-presos-politicos-maestro-desaparecido,protesta,Proceso,14/03/2016,Sección 22 protesta por “presos políticos” y maestro desaparecido,Oaxaca,
http://www.proceso.com.mx/433830/protestan-trabajadores-salud-violencia-en-acapulco,protesta,Proceso,17/03/2016,Protestan trabajadores de salud por narcoviolencia en Acapulco,Guerrero,
http://www.proceso.com.mx/434190/huelga-en-la-universidad-autonoma-queretaro-entrampada-intereses-politicos,huelga,Proceso,21/03/2016,"Huelga en la Universidad Autónoma de Querétaro, entrampada por intereses políticos",Querétaro,
http://www.proceso.com.mx/434463/protesta-maestros-impide-sesion-del-congreso-en-oaxaca,protesta,Proceso,22/03/2016,Protesta de maestros impide sesión del Congreso en Oaxaca,Oaxaca,
http://www.proceso.com.mx/434502/manotazo-del-gobernador-queretaro-termina-la-huelga-en-la-uaq,huelga,Proceso,23/03/2016,“Manotazo” del gobernador de Querétaro termina con la huelga en la UAQ,Querétaro,
http://www.proceso.com.mx/435247/caravana-liberacion-presos-politicos-toma-caseta-obtener-recursos,caravana,Proceso,30/03/2016,Caravana por la liberación de presos políticos toma caseta para obtener recursos,Puebla,
https://www.publimetro.com.mx/mx/ciudad/2016/03/08/marchas-hoy-8-marzo-2016-dia-internacional-mujer.html,marcha,Publimetro,08/03/2016,Marchas hoy 8 de marzo de 2016 por el Día Internacional de la Mujer,Ciudad de México,ciudad
http://pulsoslp.com.mx/2016/03/03/bloquean-avenida-vecinos-de-los-silos-piden-a-gallardo-seguridad/,bloqueo,PulsoSLP,03/03/2016,Bloquean avenida vecinos de Los Silos; piden a Gallardo seguridad (fotogalería y video),San Luis Potosí,
http://pulsoslp.com.mx/2016/03/03/duenos-de-bares-protestan-en-palacio-de-gobierno/,protesta,PulsoSLP,03/03/2016,Dueños de bares protestan en Palacio de Gobierno,San Luis Potosí,
http://pulsoslp.com.mx/2016/03/04/por-bullying-protestan-padres-de-familia-en-escuela-de-la-colonia-san-luis-rey/,protesta,PulsoSLP,04/03/2016,"Por “bullying”, protestan padres de familia en escuela de la colonia San Luis Rey",San Luis Potosí,
http://pulsoslp.com.mx/2016/03/09/taxistas-protestan-en-guadalajara/,protesta,PulsoSLP,09/03/2016,Taxistas protestan en Guadalajara,Jalisco,
