id,URL noticia,C1x1FechaPeriodico,Eps_relacionados,sección,Día,versión,serie,concordancia_semantica_en_búsqueda,titulo,estados_referidos,autores,imagen_principal,info_publicacion,Referencias Ayotzinapa,Referencias Reforma educativa,Referencias Peña Nieto,Referencias Campesinos,Referencias CNTE,Referencias relevantes Ayotzinapa,Referencias relevantes Reforma educativa
N_70,http://www.jornada.unam.mx/2013/06/06/politica/007n2pol,06/06/2013,1,politica,Jueves,Web,,en_demanda | manifestación | marcha,Marcha luctuosa del Ángel al Zócalo. ,Ciudad de México | Sonora | ,Elizabeth Velasco C.. ,,"Jueves 6 de junio de 2013, p. 7. ",0,0,0,0,0,0,0
N_71,http://www.jornada.unam.mx/2013/06/29/estados/031n2est,29/06/2013,1,estados,Sábado,Web,,movilización | marcha,Marchan maestros de la sección 22 en Oaxaca. ,Oaxaca | ,Jorge A. Pérez Alfonso. ,http://www.jornada.com.mx//2013/06/29/fotos/031n2est-1.jpg,"Sábado 29 de junio de 2013, p. 31. ",0,0,0,0,0,0,0
N_72,http://www.jornada.unam.mx/2013/07/04/estados/033n6est,04/07/2013,1,estados,Jueves,Web,,toma_de_edificios/casetas,Toman campesinos alcaldía en Hidalgo. ,Hidalgo | ,Armando Cruz. ,,"Jueves 4 de julio de 2013, p. 33. ",0,0,0,1,0,0,0
N_73,http://www.jornada.unam.mx/2013/07/08/capital/035n1cap,08/07/2013,1,capital,Lunes,Web,,plantón,Exigen grupos sociales declarar emergencia en salud en el DF. ,,Laura Gómez. ,,"Lunes 8 de julio de 2013, p. 35. ",0,0,0,0,0,0,0
N_74,http://www.jornada.unam.mx/2013/07/18/politica/017n1pol,18/07/2013,1,politica,Jueves,Web,,movilización | marcha,CNTE entrega a Gobernación resolutivos de foros magisteriales sobre reforma educativa. ,Guerrero | Jalisco | Estado de México | Oaxaca | Puebla | Zacatecas | ,Laura Poy y Fabiola Martínez. ,http://www.jornada.com.mx//2013/07/18/fotos/017n1pol-1.jpg,"Jueves 18 de julio de 2013, p. 17. ",0,1,0,0,1,0,1
N_75,http://www.jornada.unam.mx/2013/07/18/politica/019n1pol,18/07/2013,1,politica,Jueves,Web,,manifestación | en_demanda | bloqueo | caravana,Manifestantes demandan que termine el bloqueo de Estados Unidos a Cuba. ,Coahuila | ,Carolina Gómez Mena. ,http://www.jornada.com.mx//2013/07/18/fotos/019n1pol-1.jpg,"Jueves 18 de julio de 2013, p. 19. ",0,0,0,0,0,0,0
N_76,http://www.jornada.unam.mx/2013/07/23/sociedad/036n1soc,23/07/2013,1,sociedad,Martes,Web,,mitin | movilización,Elaboran organizaciones sociales una propuesta de ley minera. ,Baja California | Morelos | San Luis Potosí | ,Víctor Ballinas. ,http://www.jornada.com.mx//2013/07/23/fotos/036n1soc-1.jpg,"Martes 23 de julio de 2013, p. 36. ",0,0,0,0,0,0,0
N_77,http://www.jornada.unam.mx/2013/07/27/politica/009n2pol,27/07/2013,1,politica,Sábado,Web,,protesta,Acusan al obispo de Aguascalientes de intromisión en la política estatal. ,Aguascalientes | ,Carolina Gómez Mena. ,http://www.jornada.com.mx//2013/07/27/fotos/009n2pol-1.jpg,"Sábado 27 de julio de 2013, p. 9. ",0,0,0,0,0,0,0
N_78,http://www.jornada.unam.mx/2013/07/27/sociedad/030n2soc,27/07/2013,1,sociedad,Sábado,Web,,mitin | movilización,Consultará CNTE a bases sobre plan de acción unitario contra la reforma. ,Oaxaca | ,Laura Poy Solano. ,http://www.jornada.com.mx//2013/07/27/fotos/030n2soc-1.jpg,"Sábado 27 de julio de 2013, p. 30. ",0,1,0,0,1,0,1
N_79,http://www.jornada.unam.mx/2013/08/01/sociedad/039n1soc,01/08/2013,1,sociedad,Jueves,Web,,movilización | plantón | mitin | marcha,Aspirantes a la educación superior inician negociaciones con la SEP este viernes. ,Oaxaca | ,Ariane Díaz y Laura Poy. ,http://www.jornada.com.mx//2013/08/01/fotos/039n1soc-1.jpg,"Jueves 1º de agosto de 2013, p. 39. ",0,0,0,0,0,0,0
N_80,https://issuu.com/lajornadaonline/docs/diario09082013.pdf-3,09/08/2013,1,estados,Viernes,Impresa,,bloqueo,Bloqueo de carreteras en chiapas,,Elio Henríquez,,"Viernes 9 de agosto de 2013, p. 28. ",0,0,0,0,0,0,0
N_81,http://www.jornada.unam.mx/2013/08/11/opinion/009n2pol,11/08/2013,1,politica,Domingo,Web,,,Campaña contra presos políticos y desapariciones. ,Chiapas | Hidalgo | Michoacán | ,Fernando Camacho Servín. ,,"Domingo 11 de agosto de 2013, p. 9. ",0,0,0,0,0,0,0
N_82,http://www.jornada.unam.mx/2013/08/15/sociedad/033n3soc,15/08/2013,1,sociedad,Jueves,Web,,bloqueo | en_demanda | paro de labores | toma_de_edificios/casetas | marcha,Podrían suspender maestros la vuelta a clases como acción de alta intensidad. ,,Ariane Díaz. ,http://www.jornada.com.mx//2013/08/15/fotos/033n3soc-1.jpg,"Jueves 15 de agosto de 2013, p. 33. ",0,0,0,0,1,0,0
N_83,http://www.jornada.unam.mx/2013/08/16/politica/013n1pol,16/08/2013,1,politica,Viernes,Web,,movilización | bloqueo | marcha | caravana,Maestros comenzarán el ciclo escolar con megamarcha contra la reforma educativa. ,Guerrero | Estado de México | Michoacán | Morelos | Oaxaca | Puebla | ,Laura Poy y Ariane Díaz. ,http://www.jornada.com.mx//2013/08/16/fotos/013n1pol-1.jpg,"Viernes 16 de agosto de 2013, p. 13. ",0,1,0,0,1,0,1
N_84,http://www.jornada.unam.mx/2013/08/20/estados/026n1est,20/08/2013,1,estados,Martes,Web,,plantón | bloqueo | en_demanda | marcha,Violencia impide a profesores y niños de Guerrero iniciar cursos. ,Guerrero | ,Sergio Ocampo Arista. ,http://www.jornada.com.mx//2013/08/20/fotos/026n1est-1.jpg,"Martes 20 de agosto de 2013, p. 26. ",0,0,0,0,0,0,0
N_85,http://www.jornada.unam.mx/2013/08/20/sociedad/033n1soc,20/08/2013,1,sociedad,Martes,Web,,marcha | bloqueo | caravana,Aún pueden rectificar imposición de la reforma educativa: CNTE. ,Baja California Sur | Chiapas | Chihuahua | Ciudad de México | Coahuila | Guerrero | Estado de México | Michoacán | Oaxaca | Puebla | Veracruz | Zacatecas | ,Laura Poy Solano. ,http://www.jornada.com.mx//2013/08/20/fotos/033n1soc-1.jpg,"Martes 20 de agosto de 2013, p. 33. ",0,1,0,0,1,0,1
N_86,http://www.jornada.unam.mx/2013/08/29/opinion/007n2pol,29/08/2013,1,politica,Jueves,Web,,plantón | movilización | paro de labores | mitin | marcha,"Repudian cambios legales profesores de QR, Chiapas, Oaxaca y Edomex. ",Chiapas | Estado de México | Oaxaca | ,"Javier Chávez, Elio Henríquez, Jorge A. Pérez Alfonso, Israel Dávila, René Ramón y Saúl Maldonado. ",,"Jueves 29 de agosto de 2013, p. 7. ",0,1,0,0,1,0,1
N_87,http://www.jornada.unam.mx/2013/08/30/politica/005n2pol,30/08/2013,1,politica,Viernes,Web,,mitin | lanzamiento_proyectiles | campamento,"Linchamiento mediático abre vía a la represión, acusan maestros. ",Michoacán | Oaxaca | Puebla | ,Karina Avilés y Laura Poy. ,,"Viernes 30 de agosto de 2013, p. 5. ",0,1,0,0,1,0,1
N_88,http://www.jornada.unam.mx/2013/08/30/politica/007n3pol,30/08/2013,1,politica,Viernes,Web,,mitin | plantón | manifestación | marcha,Miembros del SNTE se suman a la lucha. ,Oaxaca | ,Patricia Muñoz Ríos. ,,"Viernes 30 de agosto de 2013, p. 7. ",0,1,0,0,1,0,1
N_89,http://www.jornada.unam.mx/2013/09/02/politica/005n2pol,02/09/2013,1,politica,Lunes,Web,,campamento | toma_de_edificios/casetas | manifestación | lanzamiento_proyectiles | movilización | marcha,"En rechazo a la legislación, convocan los maestros a una insurreción magisterial. ",Chiapas | Guanajuato | Guerrero | Jalisco | Estado de México | Michoacán | Oaxaca | Puebla | Veracruz | ,Karina Avilés y Emir Olivares. ,http://www.jornada.com.mx//2013/09/02/fotos/005n2pol-1.jpg,"Lunes 2 de septiembre de 2013, p. 5. ",0,0,1,0,1,0,0
N_90,http://www.jornada.unam.mx/2013/09/02/politica/018n4pol,02/09/2013,1,politica,Lunes,Web,,marcha,Marchan en Tlapa por la liberación de Nestora Salgado. ,Guerrero | ,Sergio Ocampo Arista. ,,"Lunes 2 de septiembre de 2013, p. 18. ",0,0,0,0,0,0,0
N_91,http://www.jornada.unam.mx/2013/09/03/politica/013n1pol,03/09/2013,1,politica,Martes,Web,,plantón | campamento | manifestación | protesta | marcha | mitin,Profesores se declaran en desobediencia civil ; continuarán las movilizaciones. ,Ciudad de México | Michoacán | ,Karina Avilés. ,http://www.jornada.com.mx//2013/09/03/fotos/013n1pol-1.jpg,"Martes 3 de septiembre de 2013, p. 13. ",0,1,0,0,1,0,1
N_91,http://www.jornada.unam.mx/2013/09/03/politica/013n2pol,03/09/2013,1,politica,Martes,Web,,plantón,"Cambios a la ley del servicio docente no eliminan los despidos, asegura la CNTE. ",Michoacán | ,Karina Avilés. ,http://www.jornada.com.mx//2013/09/03/fotos/013n2pol-1.jpg,"Martes 3 de septiembre de 2013, p. 13. ",0,0,0,0,1,0,0
N_92,http://www.jornada.unam.mx/2013/09/03/politica/014n1pol,03/09/2013,1,politica,Martes,Web,,protesta | bloqueo | paro de labores | manifestación | marcha,Protestas en cinco estados contra la Ley de Servicio Profesional Docente. ,Baja California Sur | Chiapas | Oaxaca | Quintana Roo | Veracruz | ,De los corresponsales. ,,"Martes 3 de septiembre de 2013, p. 14. ",0,1,0,0,1,0,0
N_93,http://www.jornada.unam.mx/2013/09/05/politica/008n2pol,05/09/2013,1,politica,Jueves,Web,,plantón | manifestación | bloqueo | toma_de_edificios/casetas | protesta | paro de labores | marcha | mitin,Decenas de miles se unen en 22 entidades a la protesta contra la reforma educativa. ,Aguascalientes | Baja California Sur | Campeche | Chiapas | Chihuahua | Coahuila | Colima | Durango | Jalisco | Estado de México | Michoacán | Morelos | Nuevo León | Oaxaca | Querétaro | Quintana Roo | San Luis Potosí | Tlaxcala | Veracruz | Yucatán | Zacatecas | ,De los corresponsales. ,,"Jueves 5 de septiembre de 2013, p. 8. ",0,1,0,1,1,0,1
N_94,http://www.jornada.unam.mx/2013/09/07/politica/005n1pol,07/09/2013,1,politica,Sábado,Web,,mitin | bloqueo | paro de labores | toma_de_edificios/casetas | marcha,La protesta magisterial no amaina a lo largo del país. ,Veracruz | ,"L. Chim, C. Bañuelos, J. Lastra y E. Gómez. ",http://www.jornada.com.mx//2013/09/07/fotos/005n1pol-1.jpg,"Sábado 7 de septiembre de 2013, p. 5. ",0,1,1,0,0,0,0
N_95,http://www.jornada.unam.mx/2013/09/09/politica/014n2pol,09/09/2013,1,politica,Lunes,Web,,plantón | manifestación | bloqueo | paro de labores | movilización | marcha | caravana,Masiva marcha de maestros en Chiapas. ,Chiapas | ,De los corresponsales. ,,"Lunes 9 de septiembre de 2013, p. 14. ",0,1,0,0,0,0,1
N_96,http://www.jornada.unam.mx/2013/09/12/politica/003n1pol,12/09/2013,2,politica,Jueves,Web,,plantón | campamento | manifestación | bloqueo | lanzamiento_proyectiles | movilización | marcha,Dos marchas a Los Pinos culminan con violencia. ,Baja California | Durango | Guanajuato | Jalisco | Michoacán | Nayarit | Oaxaca | Tabasco | Veracruz | Zacatecas | ,Karina Avilés y Laura Poy. ,http://www.jornada.com.mx//2013/09/12/fotos/003n1pol-1.jpg,"Jueves 12 de septiembre de 2013, p. 3. ",0,1,1,0,1,0,1
N_97,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,13/09/2013,12,sociedad,Viernes,Web,,movilización | toma_de_edificios/casetas,Campesinos e indígenas exigen a titular de la CDI dejarse de frivolidades. ,Chiapas | Guerrero | Hidalgo | Estado de México | Michoacán | Morelos | Oaxaca | Puebla | Querétaro | San Luis Potosí | Tabasco | Veracruz | ,Carolina Gómez Mena. ,,"Viernes 13 de septiembre de 2013, p. 36. ",0,0,0,1,0,0,0
N_98,http://www.jornada.unam.mx/2013/09/14/politica/007n1pol,14/09/2013,1,politica,Sábado,Web,Operativo en el Zócalo. ,plantón | manifestación | bloqueo | protesta | paro de labores | marcha | en_demanda,Marchas y bloqueos en 9 estados en apoyo a maestros de la CNTE. ,Chiapas | Ciudad de México | Hidalgo | Estado de México | Oaxaca | Puebla | Tlaxcala | Veracruz | Baja California | ,De los corresponsales. ,http://www.jornada.com.mx//2013/09/14/fotos/007n1pol-1.jpg,"Sábado 14 de septiembre de 2013, p. 7. ",0,1,1,0,1,0,1
N_99,http://www.jornada.unam.mx/2013/09/15/politica/005n1pol,15/09/2013,1,politica,Domingo,Web,Lucha magisterial. ,toma_de_edificios/casetas | manifestación | marcha,Exigen en 7 estados que se abrogue reforma educativa. ,Oaxaca | ,De los corresponsales. ,http://www.jornada.com.mx//2013/09/15/fotos/005n1pol-1.jpg,"Domingo 15 de septiembre de 2013, p. 5. ",0,1,1,0,1,0,1
N_100,http://www.jornada.unam.mx/2013/09/17/politica/017n1pol,17/09/2013,1,politica,Martes,Web,,plantón | toma_de_edificios/casetas | bloqueo | manifestación | protesta | marcha,Maestros se manifiestan en 12 estados contra reforma educativa y desalojos. ,Aguascalientes | Baja California | Chiapas | Chihuahua | Ciudad de México | Quintana Roo | Sinaloa | Tabasco | Veracruz | ,De los corresponsales. ,http://www.jornada.com.mx//2013/09/17/fotos/017n1pol-1.jpg,"Martes 17 de septiembre de 2013, p. 17. ",0,1,0,0,1,0,1
N_101,http://www.jornada.unam.mx/2013/09/18/politica/013n3pol,18/09/2013,2,politica,Miércoles,Web,,toma_de_edificios/casetas | paro de labores | manifestación | marcha,"Marchas, plantones y tomas en el país. ",Chiapas | Coahuila | Durango | Michoacán | Morelos | Quintana Roo | Veracruz | Ciudad de México | ,"Julio César Solís, Javier Chávez, Jesús Lastra, Elio Henríquez, Ernesto Martínez Y Leopoldo Ramos. ",,"Miércoles 18 de septiembre de 2013, p. 13. ",0,1,0,0,0,0,1
N_102,http://www.jornada.unam.mx/2013/09/19/politica/009n1pol,19/09/2013,1,politica,Jueves,Web,,plantón | campamento | manifestación | bloqueo | marcha | mitin,La exigencia de llegar al Zócalo desarticula la marcha de maestros. ,Chiapas | Ciudad de México | Guerrero | Hidalgo | Estado de México | Michoacán | Oaxaca | Puebla | Veracruz | ,Laura Poy y Karina Avilés. ,http://www.jornada.com.mx//2013/09/19/fotos/009n1pol-1.jpg,"Jueves 19 de septiembre de 2013, p. 9. ",0,1,0,0,1,0,0
N_103,http://www.jornada.unam.mx/2013/09/19/politica/011n1pol,19/09/2013,1,politica,Jueves,Web,,plantón | paro de labores | manifestación | bloqueo | marcha,Obstruyen maestros del SNTE entradas y salidas de Cancún y Tuxtla Gutiérrez. ,Chiapas | ,De los corresponsales. ,,"Jueves 19 de septiembre de 2013, p. 11. ",0,1,0,0,1,0,1
N_104,http://www.jornada.unam.mx/2013/09/20/politica/016n1pol,20/09/2013,1,politica,Viernes,Web,,manifestación | toma_de_edificios/casetas | bloqueo | protesta | paro de labores | marcha,Maestros bloquean tres horas la garita internacional de Otay. ,Zacatecas | ,"Elio Henríquez, Antonio Heras y Ernesto Martínez. ",http://www.jornada.com.mx//2013/09/20/fotos/016n1pol-1.jpg,"Viernes 20 de septiembre de 2013, p. 16. ",0,1,0,0,0,0,1
N_105,http://www.jornada.unam.mx/2013/09/21/politica/012n1pol,21/09/2013,1,politica,Sábado,Web,,plantón | manifestación | toma_de_edificios/casetas | protesta | paro de labores | marcha | en_demanda,Protestan miles de maestros y normalistas en varios estados contra la reforma educativa. ,Zacatecas | ,De los corresponsales. ,http://www.jornada.com.mx//2013/09/21/fotos/012n1pol-1.jpg,"Sábado 21 de septiembre de 2013, p. 12. ",0,1,1,0,1,0,1
N_106,http://www.jornada.unam.mx/2013/09/22/politica/009n1pol,22/09/2013,2,politica,Domingo,Web,,plantón | toma_de_edificios/casetas | paro de labores | manifestación | marcha,Advierten profesores de cinco estados que se sumarían al paro de labores. ,Campeche | Chiapas | Chihuahua | Guanajuato | Hidalgo | Veracruz | ,De los corresponsales. ,,"Domingo 22 de septiembre de 2013, p. 9. ",0,1,0,0,0,0,1
N_107,http://www.jornada.unam.mx/2013/09/23/politica/004n1pol,23/09/2013,1,politica,Lunes,Web,En Defensa del Oro Negro. ,movilización | manifestación | mitin | en_demanda | marcha,Quitarnos el petróleo desangraría a la patria. ,,Alma E. Muñoz y Alonso Urrutia. ,http://www.jornada.com.mx//2013/09/23/fotos/004n1pol-1.jpg,"Lunes 23 de septiembre de 2013, p. 4. ",0,0,1,0,1,0,0
N_108,http://www.jornada.unam.mx/2013/09/26/politica/010n2pol,26/09/2013,1,politica,Jueves,Web,,marcha | manifestación | toma_de_edificios/casetas | bloqueo | caravana,Amplia respuesta en estados a la jornada contra la reforma educativa. ,Campeche | Chiapas | Ciudad de México | Hidalgo | Jalisco | Estado de México | Michoacán | Morelos | Veracruz | Zacatecas | Guerrero | ,De los corresponsales. ,,"Jueves 26 de septiembre de 2013, p. 10. ",0,1,0,0,1,0,1
N_109,http://www.jornada.unam.mx/2013/09/27/politica/015n1pol,27/09/2013,1,politica,Viernes,Web,,plantón | toma_de_edificios/casetas | paro de labores | manifestación,Maestros de Campeche rompen diálogo con autoridades y provocan escaramuza. ,Campeche | ,De los Corresponsales. ,,"Viernes 27 de septiembre de 2013, p. 15. ",0,1,1,0,0,0,1
N_110,http://www.jornada.unam.mx/2013/09/28/politica/011n1pol,28/09/2013,1,politica,Sábado,Web,,protesta | bloqueo | paro de labores | toma_de_edificios/casetas | marcha,Arrecian las protestas en varios estados contra la reforma educativa. ,Campeche | Chiapas | Oaxaca | Veracruz | ,De los corresponsales. ,,"Sábado 28 de septiembre de 2013, p. 11. ",0,1,0,0,0,0,1
N_111,http://www.jornada.unam.mx/2013/09/29/politica/011n3pol,29/09/2013,2,politica,Domingo,Web,,plantón | toma_de_edificios/casetas | bloqueo | paro de labores | marcha | mitin,Veracruz: niegan acuerdo para el regreso a clases. ,Veracruz | ,De los corresponsales. ,,"Domingo 29 de septiembre de 2013, p. 11. ",0,1,0,0,1,0,1
N_112,http://www.jornada.unam.mx/2013/10/01/politica/014n1pol,01/10/2013,1,politica,Martes,Web,,plantón | paro de labores | toma_de_edificios/casetas | marcha,Maestros de las secciones 7 y 40 del SNTE toman de nuevo sede de Pemex en Chiapas. ,Chiapas | ,De los corresponsales. ,,"Martes 1º de octubre de 2013, p. 14. ",0,1,0,0,0,0,1
N_113,http://www.jornada.unam.mx/2013/10/02/sociedad/039n1soc,02/10/2013,1,sociedad,Miércoles,Web,,plantón | manifestación | bloqueo,"Tras bloqueo, campesinos acuerdan mesas de diálogo con la Sagarpa. ",,Carolina Gómez Mena. ,,"Miércoles 2 de octubre de 2013, p. 39. ",0,0,0,1,0,0,0
N_114,http://www.jornada.unam.mx/2013/10/03/politica/003n1pol,03/10/2013,1,politica,Jueves,Web,,manifestación | lanzamiento_proyectiles | movilización | marcha | mitin | en_demanda,"A 45 años del 2 de octubre, añejas demandas y violencia. ",Ciudad de México | ,Arturo Jiménez y Emir Olivares. ,http://www.jornada.com.mx//2013/10/03/fotos/003n1pol-1.jpg,"Jueves 3 de octubre de 2013, p. 3. ",0,1,0,0,1,0,0
N_114,http://www.jornada.unam.mx/2013/10/03/politica/003n2pol,03/10/2013,1,politica,Jueves,Web,,manifestación | marcha,Agreden a periodistas. ,Ciudad de México | ,Emir Olivares y Arturo Jiménez. ,http://www.jornada.com.mx//2013/10/03/fotos/003n2pol-1.jpg,"Jueves 3 de octubre de 2013, p. 3. ",0,0,0,0,0,0,0
N_114,http://www.jornada.unam.mx/2013/10/03/politica/005n1pol,03/10/2013,1,politica,Jueves,Web,,lanzamiento_proyectiles | manifestación | marcha,Al menos 32 policías lesionados en los enfrentamientos: GDF. ,Ciudad de México | Hidalgo | ,"Mirna Servín, Alejandro Cruz y Laura Gómez. ",http://www.jornada.com.mx//2013/10/03/fotos/005n1pol-1.jpg,"Jueves 3 de octubre de 2013, p. 5. ",0,0,0,0,0,0,0
N_115,http://www.jornada.unam.mx/2013/10/04/politica/010n2pol,04/10/2013,2,politica,Viernes,Web,,manifestación | paro de labores | toma_de_edificios/casetas | bloqueo,Descuentan salarios a 21 mil docentes en Chiapas. ,Chiapas | ,"Elio Herníquez, Martín Sánchez y Luis A. Boffil. ",,"Viernes 4 de octubre de 2013, p. 10. ",0,1,0,0,0,0,1
N_116,http://www.jornada.unam.mx/2013/10/05/politica/007n2pol,05/10/2013,1,politica,Sábado,Web,,paro de labores | toma_de_edificios/casetas | marcha,En Chiapas rechazan la propuesta de Gobernación y acuerdan seguir en paro. ,Chiapas | ,"Elio Henríquez, Claudio Bañuelos y Rubicela Morelos. ",,"Sábado 5 de octubre de 2013, p. 7. ",0,1,1,0,0,0,0
N_117,http://www.jornada.unam.mx/2013/10/10/politica/008n1pol,10/10/2013,1,politica,Jueves,Web,,plantón | campamento | toma_de_edificios/casetas | manifestación | bloqueo | lanzamiento_proyectiles,"Tras cuatro horas de bloqueo, la policía encapsula a profesores en Reforma. ",Chiapas | Guerrero | Michoacán | Oaxaca | Veracruz | ,Karina Avilés y Laura Poy. ,http://www.jornada.com.mx//2013/10/10/fotos/008n1pol-1.jpg,"Jueves 10 de octubre de 2013, p. 8. ",0,1,0,0,0,0,1
N_118,http://www.jornada.unam.mx/2013/10/11/politica/008n1pol,11/10/2013,1,politica,Viernes,Web,,manifestación | toma_de_edificios/casetas | bloqueo,Profesores chiapanecos toman sedes de Televisa y Tv Azteca. ,Chiapas | Michoacán | Oaxaca | Veracruz | ,De los corresponsales. ,,"Viernes 11 de octubre de 2013, p. 8. ",0,1,0,0,1,0,1
N_119,http://www.jornada.unam.mx/2013/10/17/politica/018n1pol,17/10/2013,1,politica,Jueves,Web,,manifestación | bloqueo | toma_de_edificios/casetas | paro de labores | marcha | en_demanda,Miles de maestros realizaron marchas y tomaron casetas y edificios en seis estados. ,Aguascalientes | Chiapas | Michoacán | Oaxaca | San Luis Potosí | Veracruz | Zacatecas | Jalisco | ,De los corresponsales. ,,"Jueves 17 de octubre de 2013, p. 18. ",0,1,0,0,1,0,1
N_120,http://www.jornada.unam.mx/2013/10/18/politica/010n2pol,18/10/2013,3,politica,Viernes,Web,,manifestación | toma_de_edificios/casetas | bloqueo | paro de labores | marcha | boicot,"Bloquean carreteras de Chiapas, Veracruz, Zacatecas y Michoacán. ",Chiapas | Michoacán | Veracruz | Zacatecas | ,De los corresponsales. ,,"Viernes 18 de octubre de 2013, p. 10. ",0,1,0,0,1,0,1
N_121,http://www.jornada.unam.mx/2013/10/19/politica/013n1pol,19/10/2013,1,politica,Sábado,Web,,marcha | en_demanda | paro de labores | manifestación | bloqueo,Opositores a la reforma educativa queman documentos oficiales en alcaldía de Chiapas. ,Chiapas | ,De los corresponsales y Notimex. ,,"Sábado 19 de octubre de 2013, p. 13. ",0,1,0,1,0,0,1
N_122,http://www.jornada.unam.mx/2013/10/22/politica/010n1pol,22/10/2013,1,politica,Martes,Web,,mitin | marcha,Interponen miles de amparos contra las leyes secundarias de la reforma educativa. ,Chiapas | Estado de México | Michoacán | Oaxaca | Sonora | Veracruz | ,Karina Avilés. ,http://www.jornada.com.mx//2013/10/22/fotos/010n1pol-1.jpg,"Martes 22 de octubre de 2013, p. 10. ",0,1,1,0,1,0,1
N_123,http://www.jornada.unam.mx/2013/10/22/politica/010n2pol,22/10/2013,1,politica,Martes,Web,,protesta | toma_de_edificios/casetas | bloqueo,"En Zacatecas, maestros de la CNTE ocupan 18 presidencias municipales. ",Zacatecas | ,De los corresponsales. ,,"Martes 22 de octubre de 2013, p. 10. ",0,1,0,0,1,0,1
N_124,http://www.jornada.unam.mx/2013/10/24/politica/016n1pol,24/10/2013,1,politica,Jueves,Web,,plantón | manifestación | bloqueo | protesta | lanzamiento_proyectiles | paro de labores | movilización | marcha | mitin | en_demanda,Cerca la CNTE instalaciones de Televisa y Tv Azteca varias horas. ,Chiapas | Ciudad de México | Guerrero | Estado de México | Michoacán | Oaxaca | ,Emir Olivares y Karina Avilés,,"Jueves 24 de octubre de 2013, p. 16. ",0,1,1,0,1,0,1
N_125,http://www.jornada.unam.mx/2013/10/24/politica/017n1pol,24/10/2013,1,politica,Jueves,Web,,plantón | toma_de_edificios/casetas | paro de labores | cadena_humana | marcha | en_demanda,Maestros queman en Michoacán encuestas del censo de escuelas que organiza la SEP. ,Michoacán | ,De los corresponsales y Notimex. ,,"Jueves 24 de octubre de 2013, p. 17. ",0,1,1,0,1,0,1
N_126,http://www.jornada.unam.mx/2013/10/25/politica/019n2pol,25/10/2013,1,politica,Viernes,Web,,plantón | manifestación | toma_de_edificios/casetas | bloqueo | marcha | en_demanda,Siguen las movilizaciones de miles de maestros en varias entidades del país. ,Baja California | Chiapas | Chihuahua | Estado de México | Michoacán | Quintana Roo | Tabasco | Zacatecas | ,"Ernesto Martínez, Antonio Heras, Alfredo Valadez, René Ramón, Elio Henríquez, Rubén Villalpando y J vier Chávez. ",,"Viernes 25 de octubre de 2013, p. 19. ",0,1,0,0,1,0,0
N_127,http://www.jornada.unam.mx/2013/10/27/politica/018n1pol,27/10/2013,1,politica,Domingo,Web,,toma_de_edificios/casetas | manifestación | bloqueo | protesta | paro de labores | marcha | mitin,Marchan en Chiapas contra las reformas estructurales. ,Chiapas | ,Elio Henríquez. ,,"Domingo 27 de octubre de 2013, p. 18. ",0,0,1,0,0,0,0
N_128,http://www.jornada.unam.mx/2013/10/28/politica/017n2pol,28/10/2013,1,politica,Lunes,Web,,mitin | manifestación | marcha,Marchan en memoria a camarógrafo asesinado en Oaxaca. ,Oaxaca | ,Jorge A. Pérez Alfonso. ,,"Lunes 28 de octubre de 2013, p. 17. ",0,0,0,0,1,0,0
N_129,http://www.jornada.unam.mx/2013/10/31/politica/013n3pol,31/10/2013,1,politica,Jueves,Web,,plantón | manifestación | bloqueo | toma_de_edificios/casetas | protesta | paro de labores | marcha | en_demanda,"Protestan docentes de QR, Guerrero y Jalisco. ",Guerrero | Jalisco | ,"Elio Henríquez, Sergio Ocampo, Mauricio Ferrer, René A. López y Javier Chávez. ",,"Jueves 31 de octubre de 2013, p. 13. ",0,1,1,0,0,0,1
N_130,http://www.jornada.unam.mx/2013/11/09/politica/012n1pol,09/11/2013,1,politica,Sábado,Web,,plantón | campamento | mitin | en_demanda | marcha,Hoy continúan las negociaciones en la SG con los maestros de Chiapas. ,Chiapas | ,Fernando Camacho Servín y Elio Henríquez. ,,"Sábado 9 de noviembre de 2013, p. 12. ",0,1,0,0,1,0,1
N_131,http://www.jornada.unam.mx/2013/11/11/politica/007n3pol,11/11/2013,1,politica,Lunes,Web,,plantón | paro de labores | manifestación | marcha,Marchan en Chiapas 10 mil integrantes del SNTE. ,Chiapas | ,Elio Henríquez. ,,"Lunes 11 de noviembre de 2013, p. 7. ",0,1,0,0,1,0,1
N_132,http://www.jornada.unam.mx/2013/11/13/opinion/009n1pol,13/11/2013,1,politica,Miércoles,Web,,plantón | paro de labores | manifestación | marcha,Maestros de Chiapas marchan para exigir solución a todas sus demandas. ,Chiapas | ,Elio Henríquez y Luis A. Boffil. ,,"Miércoles 13 de noviembre de 2013, p. 9. ",0,1,0,0,0,0,0
N_133,http://www.jornada.unam.mx/2013/11/18/politica/016n1pol,18/11/2013,1,politica,Lunes,Web,,paro de labores,Maestros de Chiapas en paro cobran pago atrasado. ,Chiapas | ,Elio Henríquez. ,,"Lunes 18 de noviembre de 2013, p. 16. ",0,1,0,0,0,0,0
